model_name,model_params,feature_name,r2_score,mse,correlation
Lasso,"{'alpha': 0.001974410406828702, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000,-0.19472958491200432,721.6055057336093,0.1374496302638427
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 24, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 44, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000,0.028141208652042837,586.9936289256199,0.37806167797858936
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000,-2.5186332140477217,2125.2215831760723,0.12135017996921421
Ridge,"{'alpha': 0.0015492216756605157, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000,-2.5494500195519643,2143.834645748404,0.11857849815304275
Lasso,"{'alpha': 0.002461438292815951, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000,-7.237715231206625,4975.503026437681,0.05172755839322435
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 23, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 151, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000,0.19294835142826117,487.45165464672607,0.4450163256860313
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=10,-26.22197002199903,16441.815531199532,-0.025649830767131676
Ridge,"{'alpha': 0.001080545535847164, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=10,-1.9634117379472382,1789.8729996008528,0.06593553223721477
Lasso,"{'alpha': 0.001811187083902259, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=10,-2.1178810719776666,1883.1710339937742,0.14540439699727387
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 15, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 195, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=10,0.18779192193612948,490.5660898782964,0.46313149020382094
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=100,0.008616058148382066,598.7866373868246,0.37622448729638985
Ridge,"{'alpha': 0.0022067351883026803, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=100,0.04381088566469993,577.529290427437,0.38245087360635194
Lasso,"{'alpha': 0.0012621812612238856, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=100,-0.17434554249808132,709.2937345840921,0.24080669663635615
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 15, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 68, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=100,0.12808809823294476,526.6266415224914,0.3644405243215415
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=20,-291.80872110230763,176853.73154110386,0.11734899694697039
Ridge,"{'alpha': 0.0016438721785485746, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=20,-251.1534458959239,152298.32519933963,0.12304159242957942
Lasso,"{'alpha': 0.0014133375773520435, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=20,-141.18273327545018,85877.0423429122,0.0817758646269823
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 10, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 76, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=20,0.04223598152877106,578.4805178096337,0.25644174978766954
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=5,-0.009383356296730927,609.6581155251444,0.2267440126661723
Ridge,"{'alpha': 0.001348588001334916, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=5,-0.34033136140649534,809.5476182332823,0.14391477167659184
Lasso,"{'alpha': 0.0013339231666204335, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=5,-0.19896477209118224,724.1635192162437,0.13700651552044973
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 28, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 17, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=5,-0.032930931868370594,623.8806311418685,0.3048010462639345
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=50,-3.2851830482070143,2588.2105203666347,0.01896095235260286
Ridge,"{'alpha': 0.0033416475531534706, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=50,-3.2647055325488177,2575.8422922509903,0.020184320306680298
Lasso,"{'alpha': 0.0023588150387862895, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=50,-6.263946793712363,4387.355989083428,0.004875866298425656
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 29, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 175, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=4000_pca_n_components=50,0.06556987719832741,564.3870628571428,0.3191105806832986
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-59.815089804311,36731.74598560472,0.04487615383503387
Ridge,"{'alpha': 0.001811231903113367, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-0.06448806236316584,642.9408430908975,0.4565769315490719
Lasso,"{'alpha': 0.0038314988509519053, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-4.190536023667996,3135.035257926865,0.08613530993710614
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 25, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 92, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,0.17341829932301212,499.2476236294896,0.44544964582934865
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,0.061347931896791996,566.9370783694134,0.47597195467677833
Ridge,"{'alpha': 0.0023787999890138977, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,0.1552935069560032,510.19482886110313,0.5030118920001222
Lasso,"{'alpha': 0.0012434881505022106, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-0.05783499049000507,638.922449845812,0.40419782321387754
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 26, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 51, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,0.10841613743443668,538.5083220299884,0.3298722517119955
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-18.77288635208701,11942.638598810481,-0.05314276719884588
Ridge,"{'alpha': 0.0071675582908009156, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-27.09753039125032,16970.64581299122,0.05012918874809851
Lasso,"{'alpha': 0.0055926628310438015, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-11.938857226456623,7814.948864097877,0.29140459254304346
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 30, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 180, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,0.2928216573087,427.1291111111111,0.5612915366266329
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-0.10834775777435901,669.4316892942644,0.2437068953266853
Ridge,"{'alpha': 0.001250339664071582, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-0.024291160304535042,618.6622898473374,0.25911088419052547
Lasso,"{'alpha': 0.0037647916973168292, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-0.01405690701486595,612.4808964892401,0.2293689058053788
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 20, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 97, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,0.18837919097146893,490.2113848683933,0.5230063491502155
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-3.103944490347227,2478.7441249124076,-0.026689380417050438
Ridge,"{'alpha': 0.0012371578884386013, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-3.0944149016083164,2472.988342358583,-0.020195003888616912
Lasso,"{'alpha': 0.005295220432212391, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-3.2179840464796285,2547.622951230766,0.19999166375412775
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 13, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 11, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000,-0.2770038731745841,771.298407073258,0.1257513546772144
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=10,-68.6050425484083,42040.795309721056,0.05310098258334891
Ridge,"{'alpha': 0.0014505271164705902, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=10,-0.23992679825615326,748.9042002707138,0.4421433939893414
Lasso,"{'alpha': 0.0030548021487445845, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=10,-4.1375992486084865,3103.0619404321474,0.0871040420907733
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 17, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 138, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=10,0.2557809445423812,449.5013555135476,0.535148014248165
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=100,0.061347931896791996,566.9370783694134,0.47597195467677833
Ridge,"{'alpha': 0.0010161622919152291, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=100,0.1552931707778974,510.1950319095378,0.503011987059231
Lasso,"{'alpha': 0.0017481320201021989, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=100,-0.1669965430817142,704.8550076056569,0.3825916373499389
RandomForestRegressor,"{'bootstrap': True, 'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': 19, 'max_features': 1.0, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 35, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=100,0.12145399417594371,530.6335783838516,0.3502660719567016
LinearRegression,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",mfcc_n_mfcc=12_n_fft=1024_hop_length=1024_n_mels=128_fmax=8000_pca_n_components=20,-69.35520893490634,42493.888797611144,0.16045990262572074
